"id","age","sex","marital","pd1","pd2","pd3","pd4","pd5","pd6","pd7","pd8","pd9","pd10","pd11","pd12","pd13","pd14","pd15","pd16","pd17","pd18","pd19","pd20","life.dis","daily.dis"
10001,69,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,3,4,4,0,11
10002,78,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10011,61,2,3,2,0,0,0,0,0,0,0,0,0,NA,3,3,4,3,3,3,3,4,4,1,15
10015,63,2,1,0,0,1,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,2,9
10019,60,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,3,0,19
10020,65,2,1,1,0,0,0,0,0,0,0,0,1,1,3,3,3,1,3,3,2,3,3,3,21
10024,60,1,1,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,9
10030,66,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10036,64,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,4,4,4,0,16
10037,51,1,1,0,0,1,2,0,0,0,2,0,0,5,2,2,2,2,4,2,1,3,3,4,24
10038,66,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,2,3,3,0,20
10040,58,1,1,2,0,3,3,2,0,2,1,0,0,2,3,2,2,2,4,4,2,4,4,7,18
10046,53,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,4,4,3,4,4,0,15
10047,54,2,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,4,0,10
10060,67,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,4,4,0,11
10061,90,1,1,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,3,4,4,0,10.5
10062,78,2,4,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,0,10
10063,57,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,4,4,4,NA,11
10067,71,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,4,0,16
10087,54,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,3,4,4,0,11
10088,88,1,1,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,9
10093,66,2,1,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,9
10094,49,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10097,76,1,1,0,0,0,0,0,0,0,0,2,0,0,4,4,4,4,4,4,4,4,4,1,9
10098,70,2,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,4,4,1,4,4,1,18
10099,42,1,1,0,0,4,3,0,0,0,0,0,0,0,2,2,3,3,1,3,3,1,1,2,26
10100,57,1,5,0,0,0,2,0,0,0,0,0,0,0,2,2,3,2,4,4,2,3,3,1,20
10103,77,2,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,3,4,4,0,14
10105,63,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10106,66,2,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10107,68,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,0,12
10108,53,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,3,4,4,0,11
10110,50,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,4,3,3,4,4,0,15
10114,66,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10118,63,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10119,58,2,1,0,1,1,1,0,0,0,0,0,0,0,3,3,3,2,3,4,3,4,4,3,16
10129,60,2,1,0,0,0,2,0,0,0,0,0,0,0,4,3,3,3,4,4,3,4,4,1,13
10130,56,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10131,80,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10134,73,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10137,67,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,4,4,4,NA,11
10141,64,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10143,66,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10144,69,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,9
10145,77,2,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2,3,4,2,15
10146,59,2,1,0,0,1,2,0,0,0,0,2,0,2,3,3,3,2,4,3,2,3,3,4,19
10148,81,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10154,72,2,1,0,0,0,1,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,1,11
10155,55,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10157,55,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,4,3,4,0,12
10158,70,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10159,84,1,4,0,0,0,0,0,0,0,1,1,1,1,4,4,3,4,4,4,3,4,4,4,11
10168,84,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,3,4,4,0,13
10170,50,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10171,59,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10172,76,2,4,0,0,3,0,1,0,0,0,0,0,0,2,3,2,4,4,4,3,3,4,2,16
10173,67,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10175,66,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,4,4,4,4,0,11
10176,64,1,1,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,9
10189,81,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10196,70,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10197,73,2,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,4,4,4,0,11
10198,87,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10201,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10202,74,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,3,4,0,12
10211,74,2,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,3,4,4,0,12
10212,80,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10215,53,2,1,0,2,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,4,2,13
10218,79,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10222,60,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10223,63,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10225,64,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10229,59,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10231,80,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,3,4,4,0,11
10233,62,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10234,72,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10239,65,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,3,3,3,0,20
10241,52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10242,56,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10243,64,2,1,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,2,9
10244,64,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10248,75,2,1,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,9
10252,52,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10253,73,1,4,0,0,2,2,0,1,1,0,1,0,0,3,3,2,3,4,4,3,3,3,5,17
10256,75,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,0,12
10257,82,1,1,0,0,0,0,0,0,0,0,1,0,0,4,4,4,3,3,3,3,4,4,1,13
10260,74,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10261,45,2,1,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,1,14
10263,63,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10265,61,1,3,0,0,25,1,2,0,0,3,1,0,0,4,4,4,4,4,4,4,2,4,5,11
10266,45,1,3,0,0,NA,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10267,77,1,5,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,4,3,3,4,1,17
10269,51,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10270,56,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,4,4,4,0,12
10271,67,1,5,0,0,1,0,0,0,0,0,0,0,0,3,3,4,4,4,4,3,4,4,1,12
10272,75,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10278,62,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,3,4,4,0,11
10280,70,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10290,43,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10293,74,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,18
10294,50,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,3,3,4,0,12
10295,72,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,3,4,4,0,14
10297,53,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,0,12
10298,78,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10301,75,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10303,59,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,9
10304,65,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10305,56,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10306,55,2,5,0,3,10,1,0,0,0,0,1,2,2,3,3,3,2,4,3,2,3,4,6,18
10309,45,2,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,4,4,4,4,4,1,12
10311,81,2,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,2,4,4,4,4,4,1,14
10313,50,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10319,53,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10323,71,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,0,12
10324,58,1,1,0,0,4,4,1,0,1,0,2,0,0,4,4,4,4,4,4,4,4,4,5,9
10325,60,2,3,0,0,7,3,3,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,9
10327,91,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10330,91,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10332,65,2,3,0,0,1,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,4,4,1,10
10334,69,2,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,3,4,0,18
10335,51,2,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,1,12
10336,48,2,1,0,0,1,0,0,0,0,0,0,0,10,4,4,4,4,4,4,4,4,4,2,9
10337,76,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10343,75,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10344,59,1,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,1,9
10346,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,NA,NA
10351,60,2,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10352,54,2,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,3,4,4,0,12
10353,69,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,4,3,4,4,0,12
10358,43,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10361,73,2,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,4,4,4,4,4,4,4,4,2,9
10364,66,2,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,4,4,4,1,14
10366,78,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,2,3,3,0,20
10372,74,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,0,11
10374,62,2,1,0,0,1,1,0,0,0,0,0,0,1,3,3,4,3,4,4,3,4,4,3,13
10376,74,2,4,0,0,13,2,0,0,1,0,0,0,2,2,2,2,2,3,3,2,2,3,4,24
10377,68,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10379,75,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10381,75,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10384,79,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10385,73,2,5,10,0,1,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,3,4,2,23
10386,52,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,3,3,3,0,14
10387,55,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10389,70,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10393,68,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,3,4,4,0,13
10397,54,1,1,5,0,1,2,0,0,0,5,2,0,0,2,2,3,2,3,4,2,3,3,5,21
10398,75,2,2,0,0,5,0,1,0,0,0,1,0,10,3,4,4,3,4,4,3,4,4,4,12
10402,42,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,3,4,4,0,12
10403,57,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10407,53,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10408,60,2,1,1,0,1,3,0,0,0,0,0,0,1,3,3,4,4,4,4,3,4,4,4,12
10411,65,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10427,74,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10431,50,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,NA,18
10432,69,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10433,71,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10441,81,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,4,2,3,4,0,18
10443,74,2,1,0,0,0,1,0,0,0,0,0,0,0,3,4,4,4,3,4,4,4,4,1,11
10444,54,2,3,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,4,3,4,4,1,11
10446,58,2,3,0,0,1,1,0,0,0,0,1,0,2,3,3,3,3,3,3,3,3,3,4,18
10447,81,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,3,4,4,0,13
10448,60,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10449,60,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10450,45,1,1,0,0,0,0,0,0,0,1,0,0,1,4,4,4,3,1,2,2,3,3,2,19
10452,82,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10453,48,2,2,1,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,3,3,4,4,1,13
10459,78,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,4,4,4,0,10
10461,47,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,18
10462,73,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,4,4,2,4,4,0,14
10464,63,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10465,51,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,3,4,4,0,12
10469,80,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,3,3,3,1,19
10472,56,2,1,0,0,0,0,0,0,1,0,0,0,1,3,3,3,3,4,4,3,4,4,2,14
10476,65,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10479,53,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,18
10480,71,1,1,1,0,1,0,1,1,0,0,0,0,2,3,3,4,3,4,2,3,4,4,5,15
10485,54,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10490,53,1,5,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,0,20
10492,80,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10493,47,2,1,5,0,1,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,3,3,5,25
10500,63,2,1,0,0,1,1,1,0,0,0,1,2,0,2,2,2,2,3,3,3,4,4,5,20
10503,67,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10507,68,2,5,1,0,0,0,0,0,0,0,0,0,10,3,3,3,3,4,4,4,4,4,2,13
10508,70,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10511,88,1,1,0,0,1,1,0,0,1,0,0,0,0,3,3,3,4,4,4,3,3,3,3,15
10513,63,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10519,71,1,3,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,9
10520,44,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,3,4,4,0,13
10524,59,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10527,54,2,5,2,1,4,6,5,0,0,0,3,0,10,3,3,3,3,3,3,3,3,3,7,18
10529,50,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10530,82,1,4,0,1,1,1,0,0,0,0,1,0,2,3,4,4,2,3,4,3,3,4,5,15
10531,66,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,3,4,4,0,13
10534,62,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10536,91,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10537,74,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10539,53,2,1,0,0,1,0,0,0,0,0,0,0,0,4,3,4,2,4,4,2,4,4,1,14
10541,69,1,3,0,0,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,3,4,4,3,10
10542,57,2,1,0,0,4,6,1,0,0,0,0,0,4,2,2,3,3,3,4,3,4,4,4,17
10543,65,2,1,0,0,0,1,2,0,0,0,0,0,0,4,4,4,4,4,NA,3,3,3,2,12.375
10546,63,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,4,4,4,4,0,13
10548,64,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10550,52,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,0,11
10553,48,1,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10556,59,1,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10557,83,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10558,57,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10560,53,2,5,5,0,5,6,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,4,32
10566,67,2,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10568,81,2,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,4,4,2,4,4,0,15
10570,68,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,4,4,4,4,0,11
10576,52,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10578,59,2,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,4,4,3,3,4,1,15
10579,46,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10580,86,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10582,47,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,4,3,0,13
10584,66,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,3,4,4,0,13
10585,67,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10586,80,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,4,3,4,4,0,12
10587,60,2,3,0,0,0,0,0,0,0,0,0,0,5,2,3,2,2,4,4,2,4,4,1,18
10588,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10590,69,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10592,65,1,1,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,18
10596,64,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10598,65,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10605,77,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10606,50,2,3,0,0,1,0,0,0,0,0,0,0,0,3,3,2,2,3,2,3,3,4,1,20
10608,60,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10610,66,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10611,73,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,4,4,0,11
10612,59,2,1,0,0,3,2,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,9
10613,65,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10615,82,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,4,4,1,13
10616,54,2,5,0,0,0,0,0,2,0,0,2,0,0,2,2,3,2,4,4,2,3,4,2,19
10620,69,1,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10624,60,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10625,63,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10626,62,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10630,51,2,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,18
10632,55,1,3,6,0,4,0,4,0,0,0,4,0,0,1,1,2,1,1,1,1,1,4,4,32
10636,56,1,1,0,0,1,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,2,9
10637,61,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,4,0,16
10639,86,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10642,57,2,3,0,0,4,3,1,0,0,0,0,4,10,3,3,4,4,4,4,4,4,4,5,11
10648,79,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10649,53,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,9
10650,61,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
